contract_id,pdf_key,contract_name,project_name,sector,_subsector,contract_type,party,party_type,contract_date
8768,5/65e2aeabcb6b23523183860e3d7da284/main.pdf,The People Of Kongba District Ed Liberia Timber Private Use Permit ,The People Of Kongba District Ed Liberia Timber Private Use Permit,Timber,Resin,Private Use Permit,"People of Kongba District, Gbarpolu County",Owner,2011-10-06
7309,5/783a8d8cb62a9fd50b0e042e09f51be1/26042.pdf,Midland Cogeneration Offtake Agreement,Midland Cogeneration,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,"RIVER FORK SOLAR, LLC",Party,2020-11-04
8706,5/257a17787f8c1bf06c13f3272f34fd52/main.pdf,Bea Mountain Mining Corporation Liberia Metals Concession ,Bea Mountain Mining Corporation Liberia Metals Concession,Metals,Rutile,Mineral Development Agreement,Bea Mountain Mining Corporation,Company,2013-09-07
6875,5/86560d2eceeea018d53d4bcccf1f80a8/main.pdf,Pinyon Pines I Offtake Agreement,Pinyon Pines I,Power and Renewables,Cogen,Power Purchase Agreement,"Alta Wind VII, LLC",Seller,2010-04-22
6630,5/823e46553a74e06e043c6deddf52a551/main.pdf,Monterey Regional Water Offtake Agreement,Monterey Regional Water,Power and Renewables,Generation,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1984-05-06
6845,5/bf6388a1e213323d6d9b4b27bc59728c/main.pdf,BuenaVista Amendment 2,BuenaVista,Power and Renewables,Cogen,Amendment (Project),"Buena Vista Energy, LLC",Seller,2005-04-01
7367,5/f943b706052d0cf840f33e2085e3940b/52443.pdf,Twin City Power Amendment 1,Twin City Power,Power and Renewables,Coal-Fired Power Plant,Purchase Sale Agreement,Garkane Energy,Buyer,2009-04-22
7287,5/fdb6bbe67a74b4bab15bd86e3412288f/36939.pdf,Soldotna No. 1 Plant Offtake Agreement,Soldotna No. 1 Plant,Power and Renewables,Energy Storage,Power Purchase Agreement,ALASKA NITROGEN PRODUCTS LLC,Customer,1999-06-10
8943,5/4aad6072dd01904bdc2ed100709a575b/main.pdf,Sierra Minerals Holdings Sierra Leone Metals Concession ,Sierra Minerals Holdings Sierra Leone Metals Concession,Metals,Beryllium,Mining Lease Agreement,The Republic Of Sierra Leone,Government,2012-07-15
7222,5/29f06da5138577340b4fceed52a6b8e7/63724.pdf,Painted Hills Offtake Agreement,Painted Hills,Power and Renewables,Nuclear,Power Purchase Agreement,"Zond Systems, Inc.",Seller,1985-04-16
6629,5/62af692aec034233597b8eaddcaffd5f/main.pdf,Monterey Regional Water Amendment 1,Monterey Regional Water,Power and Renewables,Geothermal,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1984-05-06
6777,5/63a139496ac79ded92756c2634feb2c1/main.pdf,Solano Irrigation District IDWA Offtake Agreement,Solano Irrigation District IDWA,Power and Renewables,Hydropower,Power Purchase Agreement,PACIFIC GAS AND ELECTRlC COMPANY,Buyer,1981-08-31
6826,5/9e79a69ebd94c5950185061b1753985d/main.pdf,Fresh Air Energy Offtake Agreement,Fresh Air Energy,Power and Renewables,Geothermal,Power Purchase Agreement,PACIFIC GAS AND ELECTRlC COMPANY.,Buyer,2011-07-14
7621,5/14b56bb238a5aa3ef5a587d505e3a8a3/95186.pdf,Wadham ,Wadham,Power and Renewables,Nuclear,Power Purchase and Sale Agreement,Pacific Gas and Electric Company,Buyer,2008-02-12
7615,5/8e4f0fa90d5251809b118eacc532931e/91187.pdf,Eric and Debbie Wattenburg ,Eric and Debbie Wattenburg,Power and Renewables,Nuclear,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2011-07-12
8299,5/17b991d5bd7840cdf6b389cd7409bcf7/main.pdf,Deepwater Wind New England Llc United States Wind Lease Agreement ,Deepwater Wind New England Llc United States Wind Lease Agreement,Wind,Offshore Wind,Lease Agreement,Bureau of Ocean Energy Management,Lessor,2013-09-30
8081,5/59401439ab4fcd9b57d6e0654469cbb2/main.pdf,Schedule 18 Completion Documents 1. General In ... ,Schedule 18 Completion Documents 1. General In ...,Hospital/Hospice,Hospital,Collateral Agreement,Johnson Controls Inc.,Service Guarantor,
7378,5/59921a8d22fed0696863d69faa7bda43/72424.pdf,Black Hills Amendment 3,Black Hills,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,"Black Hills/Colorado Electric Utitlity Company, L.P.",Buyer,
6795,5/aaa076a897c7c9680d684897f8bfaef5/main.pdf,Yuba County Water Offtake Agreement,Yuba County Water,Power and Renewables,Gas-Fired Power Plant,Power Purchase Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,1986-09-02
8775,5/b08426b02b3275d37b3c839920a2ec5f/main.pdf,"The People Of Zleh Town, Gbao Administrative District Liberia Timber Private Use Permit ","The People Of Zleh Town, Gbao Administrative District Liberia Timber Private Use Permit",Timber,Plantation,Private Use Permit,"People Of Zleh Town, Gbao Adminstrative District, Grand Gedeh County",Owner,2011-06-03
6912,5/709637634e7ec275db9ced427e831e74/main.pdf,Thermal Energy Dev Corp Amendment 5,Thermal Energy Dev Corp,Power and Renewables,Gas-Fired Power Plant,Amendment (Project),"GWF POWER SYSTEMS, L.P.",Seller,2001-07-10
7038,5/eb3684055bfc7bececefb00b5554bdf3/main.pdf,Swiss America Amendment 4,Swiss America,Power and Renewables,Wind,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1981-10-26
8119,5/0aaf4a2dc6bf39f7e3028607abc35d68/main.pdf,Integrated Team Solutions Surrey Hospital/Hospice Concession ,Integrated Team Solutions Surrey Hospital/Hospice Concession,Hospital/Hospice,Nursing Home,Concession,EllisDon Inc.,Private Sector Partner,2014-01-01
7146,5/9344fd34b79074ca1fcfa29e50a89e20/65518.pdf,X-nth Amendment 2,X-nth,Power and Renewables,Petroleum Coke-Fired Power Plant,Facility Lease Agreement,San Diego Gas and Electric Company,Tenant,2004-02-12
6769,5/a20eea9a83f0d7589d3e9e455d47c86f/main.pdf,Wilco Investments Offtake Agreement,Wilco Investments,Power and Renewables,Oil-Fired Power Plant,Commissioning Completion Notice,San Diego Gas & Electric Company ,Tenant,2010-07-06
6431,5/06813352d75b4a78635f027248f7e8fe/main.pdf,Kittyhawk Demonstration Facility Offtake Agreement,Kittyhawk Demonstration Facility,Power and Renewables,Cogen,Power Purchase and Sale Agreement,Envirepel Energy Inc.,Seller,2007-05-31
9303,5/66bc90efd0c45033baf456e33aca8c26/main.pdf,Cavalla Rubber Corporation (Liberia) Inc Liberia Crops Concession ,Cavalla Rubber Corporation (Liberia) Inc Liberia Crops Concession,Crops,Cassava,Concession Agreement,The Republic of Liberia,Government,2011-01-20
9152,5/f5bc83becb4b7f790128dd4051618cee/main.pdf,Republic Of Ghana and African Development Fund Ghana Agriculture Loan Agreement ,Republic Of Ghana and African Development Fund Ghana Agriculture Loan Agreement,Agriculture,Processing and Storage,Loan Agreement,The Fund,Lender,2018-09-04
8774,5/d1a4589036b7bb91e338d99ee4dcc456/main.pdf,The Forestry Development Authoriity Liberia Timber Private Use Permit ,The Forestry Development Authoriity Liberia Timber Private Use Permit,Timber,Acacia,Private Use Permit,Forestry Development Authority,Authority,2011-08-12
6931,5/f8d90dbb039a107e7033c4abf67abfeb/main.pdf,Sanford-Burnham Medical Research Institute I Amendment 1,Sanford-Burnham Medical Research Institute I,Power and Renewables,Oil-Fired Power Plant,Project Agreement,Sanford Burnham Institute for Medical Research,Buyer,2010-04-21
8814,5/34e65d4201d8532c76ff522a48dc1c41/main.pdf,Highland African Mining Company Mozambique Metals Concession ,Highland African Mining Company Mozambique Metals Concession,Metals,Lead,MINERAL EXPLORATION AGREEMENT,"HIGHLAND AFRICAN MINING COMPANY, LDA.",Concessionaire,2002-12-23
6759,5/757720cd93981a7ebce493e4d3b5ed38/main.pdf,Shiloh II Amendment 1,Shiloh II,Power and Renewables,Generation,Amendment (Project),PACIFIC GAS AND ELECTRlC COMPANY.,Buyer,2008-01-30
7007,5/b9036ef76e838552a3615a12421c8d9e/main.pdf,WMES El Sobrante Offtake Agreement Restated,WMES El Sobrante,Power and Renewables,Geothermal,Power Purchase and Sale Agreement,"WM ENERGY SOLUTIONS,INC.",Seller,2004-07-01
6611,5/7ae715ce399958bb31e8710b51d2ca6b/main.pdf,Charcoal Ravine Offtake Agreement,Charcoal Ravine,Power and Renewables,Solar,Power Purchase Agreement,"NEOCENE EXPLORATIONS, INC",Seller,1983-02-13
7309,5/783a8d8cb62a9fd50b0e042e09f51be1/26042.pdf,Midland Cogeneration Offtake Agreement,Midland Cogeneration,Power and Renewables,Gas-Fired Power Plant,Power Purchase Agreement,North American Central LLC,Party,2020-11-04
6634,5/420910d055b2d0ae27289628ca3da711/main.pdf,Exelon Generation Co- Portfolio Sale Offtake Agreement,Exelon Generation Co- Portfolio Sale,Power and Renewables,Hydropower,Power Purchase Agreement,San Diego Gas & Electric Company,Seller,2013-03-02
9029,5/bafd099306b4224c87cd9ce6bd25b3c4/main.pdf,Aes Nile Power Limited Uganda Hydropower Power Purchase Agreement ,Aes Nile Power Limited Uganda Hydropower Power Purchase Agreement,Hydropower,Dam,Power Purchase Agreement,Uganda Electricity Board,Buyer,1999-12-08
8197,5/cf73833d77951bddd0f1af7c52e40372/main.pdf,Sociedad Portuaria El Cayao Sa Esp Colombia Midstream Operation And Services Agreement ,Sociedad Portuaria El Cayao Sa Esp Colombia Midstream Operation And Services Agreement,Midstream,LNG,Operation And Services Agreement,Termobarranquilla S.A. ESP,Thermal generator,2014-10-31
6764,5/5c2a8a2d38766d0fc1f6348b5a63de9c/main.pdf,Mega Renewables Bidwell Ditch Offtake Agreement,Mega Renewables Bidwell Ditch,Power and Renewables,Wind,Power Purchase Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,1985-04-16
7283,5/dcc431274be619e12248e0c0b937a49d/98174.PDF,Sky River Offtake Agreement,Sky River,Power and Renewables,Cogen,Power Purchase Agreement,Victory Garden Phase IV Partnership,PPA Seller,2003-01-29
6874,5/34a88b74fed9fac9a2abd6f779aac6c9/main.pdf,Pinyon Pines I Amendment 1,Pinyon Pines I,Power and Renewables,Biomass,Interconnection Agreement ,"Alta Wind XI, LLC",Customer,2011-12-22
6724,5/585b99d3f3822afd298334e76cea9568/main.pdf,Humboldt Bay MWD Amendment 4,Humboldt Bay MWD,Power and Renewables,Generation,Amendment (Project),HUMBOLDT BAY MUNICIPAL WATER DISTRICT,Seller,1987-09-08
7136,5/973ff670267c7178af8b68b6a9cf90ef/35435.pdf,Hunter Industries Offtake Agreement,Hunter Industries,Power and Renewables,Nuclear,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2007-12-12
6415,5/ee6f5018121b7a2080f013f493c56d6a/main.pdf,Sol Orchard 22 Valley Center 1 Amendment 2,Sol Orchard 22 Valley Center 1,Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,San Diego Gas & Electric Company ,Buyer,2012-07-04
7381,5/871df29b3a9db36d58ca4c16c118b605/40844.pdf,Excel Energy Offtake Agreement,Excel Energy,Power and Renewables,Nuclear,Project Agreement,Public Service Company of Colorado,Company,
7222,5/29f06da5138577340b4fceed52a6b8e7/63724.pdf,Painted Hills Offtake Agreement,Painted Hills,Power and Renewables,Wind,Power Purchase Agreement,Southern California Edison Company,Buyer,1985-04-16
8773,5/e0e0f7f241af2e97f092663206335911/main.pdf,"The People Of Jloh, Grand Kru County, Liberia Timber Private Use Permit ","The People Of Jloh, Grand Kru County, Liberia Timber Private Use Permit",Timber,Resin,Private Use Permit,People of Lower and Upper Jloh,Owner,2010-08-31
7033,5/26f44fa0c7d2916938fc0be80da3050f/main.pdf,Innovative Cold Storage Enterprises (ICE) Amendment 1,Innovative Cold Storage Enterprises (ICE),Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,Innovative Oil and Gas,Seller,2008-12-08
6582,5/b9c56dd3e6e62ad5811caeb7f5accd72/main.pdf,Shamrock Utilities Cedar Flat Amendment 2,Shamrock Utilities Cedar Flat,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,"SHAMROCK UTILITIES, INC.",Seller,1985-04-16
7155,5/b47ca4de59f0afae897d3d2b004203c9/82505.pdf,Mega Renewables Silver Springs Offtake Agreement,Mega Renewables Silver Springs,Power and Renewables,Generation,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,1984-11-13
7162,5/2d471181b113e4c333307fa1ae414f75/13034.pdf,Chateau Energy Offtake Agreement,Chateau Energy,Power and Renewables,Solar,Power Purchase and Sale Agreement,"Chateau Energy, Inc.",Seller,2006-12-21
7006,5/f03306fd72f7f1a255e0a01fa4a5ff56/main.pdf,Military Pass Road Offtake Agreement,Military Pass Road,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,2006-02-23
9303,5/66bc90efd0c45033baf456e33aca8c26/main.pdf,Cavalla Rubber Corporation (Liberia) Inc Liberia Crops Concession ,Cavalla Rubber Corporation (Liberia) Inc Liberia Crops Concession,Crops,Other Crops,Concession Agreement,Cavalla Rubber Corporation,Investor,2011-01-20
7148,5/1dd46e2ef8a5b2d7c59a5b1af04b15f7/80182.pdf,X-nth Offtake Agreement,X-nth,Power and Renewables,Gas-Fired Power Plant,Energy Services Agreement,"Green Sand Investments, LLC",Customer,2004-08-12
7370,5/3949e0a3505dfc285751ab9255c98702/54675.pdf,Dixie-Escalante Rural Electric Amendment 2,Dixie-Escalante Rural Electric,Power and Renewables,Generation,Power Purchase Agreement,"Keyhole Ranch, L.L.C.",Grantor,2020-10-07
8843,5/42ee756cc801dbecf52dce7f5bd10973/main.pdf,Ore Asia Mining And Development Corporation Philippines Metals Concession ,Ore Asia Mining And Development Corporation Philippines Metals Concession,Metals,Uranium,Lease Agreement,Republic of the Philippines,State,1975-09-25
6722,5/0e7d30e7a4b140c506d1c8241473ebff/main.pdf,Humboldt Bay MWD Amendment 2,Humboldt Bay MWD,Power and Renewables,Nuclear,Amendment (Project),HUMBOLDT BAY MUNICIPAL WATER DISTRICT,Seller,2006-04-17
7370,5/3949e0a3505dfc285751ab9255c98702/54675.pdf,Dixie-Escalante Rural Electric Amendment 2,Dixie-Escalante Rural Electric,Power and Renewables,Geothermal,Power Purchase Agreement,Robinson Living Trust,Beneficiary,2020-10-07
7642,5/90ef4e633846c0107ebeffcc5f486e2e/NYO-81-24_-_Jarvis_Hinckley_-_Professional_Engineering_Services_-_OCD.pdf,Hinckley Reservoir,Hinckley Reservoir,Hydropower,Run of the River,Construction Agreement,Harza Associates of New York,Representative of Engineer,1982-10-01
6827,5/9146ab10089019ab05e4044c958c4751/main.pdf,Fresh Air Energy Amendment 2,Fresh Air Energy,Power and Renewables,Thermal,Amendment (Project),"FRESH AIR ENERGY IV, LLC",Seller,2013-08-08
6821,5/7afc964d06dfbd4c494a8812ac89e2a5/main.pdf,NID Dutch Flat Rollins Bowman Offtake Agreement,NID Dutch Flat Rollins Bowman,Power and Renewables,Wind,Power Purchase Agreement,NEVADA IRRIGATION DISTRICT,Seller,2012-05-09
7363,5/34163d3cd446553369c7f8b67324099c/44954.pdf,Long Island Generating Facilities Offtake Agreement,Long Island Generating Facilities,Power and Renewables,Nuclear,Power Purchase Agreement,"NRG Power Marketing, LLC",Member of Consortium,2012-10-09
6629,5/62af692aec034233597b8eaddcaffd5f/main.pdf,Monterey Regional Water Amendment 1,Monterey Regional Water,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,MONTEREY REGIONAL WATER POLLUTION CONTROL AGENCY,Seller,1984-05-06
6908,5/54230497c5150a28c8a0558e3aa6c8f6/61154.pdf,Thermal Energy Dev Corp Amendment 2,Thermal Energy Dev Corp,Power and Renewables,Energy Storage,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1988-04-19
9171,5/1860d3caceb5d2688f36142fccd1eeb2/main.pdf,Golden Shamrock Mines Limited and Chevaning Mining Company Ltd Guinea Metals Concession ,Golden Shamrock Mines Limited and Chevaning Mining Company Ltd Guinea Metals Concession,Metals,Beryllium,Entire Agreement,Golden Shamrock Mines Limited,Company,1993-11-10
6427,5/f6ed4bdbbe52b22519fe65e8b55eecff/main.pdf,Indian Valley Hydro Amendment 2,Indian Valley Hydro,Hydropower,Run of the River,Power Purchase Agreement,Yolo County Flood Control and Water Conservation District,Seller,2012-04-30
6719,5/d0e00e0056247a1ca397cece92f66d1b/main.pdf,Blackspring Ridge IB Offtake Agreement,Blackspring Ridge IB,Power and Renewables,Wind,Power Purchase Agreement,PACIFIC GAS AND ELECTlUC COMPANY,Buyer,2010-02-18
8843,5/42ee756cc801dbecf52dce7f5bd10973/main.pdf,Ore Asia Mining And Development Corporation Philippines Metals Concession ,Ore Asia Mining And Development Corporation Philippines Metals Concession,Metals,Beryllium,Lease Agreement,Oro Development Corporation,Lessee,1975-09-25
9111,5/b9eecf415f4b5b8a71aac721487e314a/main.pdf,Konkola Copper Mines Zambia Metals Concession ,"Konkola Deep Mining Project, Nchanga IBU, Nampundwe Mine",Metals,Molybdenum,Amended and Restated Development Agreement,Minister of Mines,Government,2003-03-31
6422,5/dc1d3b572b3a24ca7db46a0c7a861ce1/main.pdf,James Crane Offtake Agreement,James Crane,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,James Crane,Seller,1984-05-06
7036,5/0864bf6e1078f7a3c14850e6397c70c8/42746.pdf,Swiss America Offtake Agreement,Swiss America,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,16 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1981-10-27
7304,5/22071b7313d9b80ce14d4c2f3a0f4221/92223.PDF,New Brunswick Board of Education Energy Offtake Agreement,New Brunswick Board of Education Energy,Power and Renewables,Solar,Extension Agreement,"GSPP Oynx New Brunswick, LLC",Owner,2019-08-03
6948,5/2ecf4b6733b9deecdaf66d9da41f1018/main.pdf,Avenal Amendment 2,Avenal,Power and Renewables,Power Transmission and Distribution,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,2009-12-23
7146,5/9344fd34b79074ca1fcfa29e50a89e20/65518.pdf,X-nth Amendment 2,X-nth,Power and Renewables,Energy Storage,Facility Lease Agreement,San Diego Gas and Electric Company,Tenant,2004-02-12
6927,5/b02c5031fa28f9db98f53e6ccbefa26d/main.pdf,Waste Management RE Amendment 1,Waste Management RE,Power and Renewables,Gas-Fired Power Plant,Power Purchase Agreement,BIO-ENERGY PARTNERS,Buyer,2001-07-30
7145,5/144fcf956926569b2ea8d669a6976f2a/94263.pdf,X-nth Amendment 1,X-nth,Power and Renewables,Energy Storage,Energy Services Agreement,"Green Sand Investments, LLC",Customer,2004-02-12
7363,5/34163d3cd446553369c7f8b67324099c/44954.pdf,Long Island Generating Facilities Offtake Agreement,Long Island Generating Facilities,Power and Renewables,Diesel-Fired Power Plant,Power Purchase Agreement,KeySpan Generation LLC.,Member of Consortium,2012-10-09
8322,5/1dca5a5778489131e040fb9348bb8ebc/main.pdf,Inco Adamus Resources Limited Ghana Metals Concession ,Inco Adamus Resources Limited Ghana Metals Concession,Metals,Zinc,Mining Lease,Adamus Resources Ltd,Party,2008-04-10
6947,5/d3b2850ac4a3e50c84eeb8e1e0f583da/main.pdf,Avenal Amendment 1,Avenal,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,Avenal Park LLC,Seller,2009-12-23
7294,5/7270cbbcaa0aa3a2b22ddf325cd0b747/06469.pdf,Soldotna No. 1 Plant Amendment 1,Soldotna No. 1 Plant,Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,ALASKA PUBLIC UTILITIES COMMISSION,Regulator,1999-06-10
6739,5/43b9d839ee856448589b3866345ebdd2/main.pdf,Bioenergy Solutions Offtake Agreement,Bioenergy Solutions,Power and Renewables,Oil-Fired Power Plant,Biogas Purchase and Sale Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2006-12-11
7176,5/9411221572a67bc88f7f04af15572d76/main.pdf,Avangrid Renewables LLC (Phoenix West) Amendment 1,Avangrid Renewables LLC (Phoenix West),Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,"PPM Energy, Inc",Seller,2002-10-30
7001,5/b3876e4f3742acc3c788700c6828062f/main.pdf,International Turbine Research Amendment 2,International Turbine Research,Power and Renewables,Solar,Power Purchase Agreement,QF,Seller,2001-07-30
6698,5/6a5ba5575fdda6f220d10c127b120ab5/main.pdf,SG2 Imperial Valley Offtake Agreement,SG2 Imperial Valley,Power and Renewables,Biomass,Power Purchase Agreement,SOLAR GEN 2 LLC,Seller,2011-06-24
